시도,시군구,허가구분,건축구분,주건축물수,부속건축물동수,주용도,기타용도,대지면적(_),건축면적(_),건폐율(%),연면적(_),용적률산전용면적(_),용적률(%),주용도(동),대표용도(동),세대수(동),호수(동),가구수(동),주구조(동),기타구조(동),지붕구조(동),건축면적(동)(_),연면적(동)(_),용적률산정용면적(동)(_),지하층수(동),지상층수(동),높이(m),승용승강기수(동),비상용승강기수(동),설계자상호명,허가_비허가
경상북도,영양군,증축신고,증축,1,0,제1종근린생활시설,마을회관,495,161.16,32.56,161.16,161.16,32.56,제1종근린생활시설,마을회관,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,38.8,38.8,38.8,0,1,4.8,0,0,영양건축사사무소,허가
충청남도,서산시,신축신고,신축,1,0,단독주택,단독주택,661,102.78,15.55,97.83,97.83,14.8,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,102.78,97.83,97.83,0,1,7,0,0,서원건축사사무소,허가
경상남도,진주시,신축신고,신축,1,0,단독주택,단독주택,114,65.43,57.39,65.43,65.43,57.39,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,65.43,65.43,65.43,0,1,5.4,0,0,유원건축사사무소,허가
경기도,파주시,용도변경허가,용도변경,1,0,제1종근린생활시설,제2종근린생활시설,891,192.6,21.62,192.6,192.6,21.62,제1종근린생활시설,소매점,0,0,0,일반철골구조,일반철골구조,기타지붕,103.95,103.95,103.95,0,1,5.5,0,0,좋은건축사사무소,허가
경기도,이천시,신축신고,신축,2,0,동.식물관련시설,단독주택,660,230.3,34.89,230.3,230.3,34.89,동.식물관련시설,작물재배사,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,199.5,199.5,199.5,0,1,6.2,0,0,미상 건축사사무소,허가
전라남도,신안군,신축신고,신축,1,0,단독주택,단독주택,506,99.4,19.64,99.4,99.4,19.64,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,99.4,99.4,99.4,0,1,5.8,0,0,하하건축사사무소,허가
경상남도,남해군,신축신고,신축,1,0,창고시설,단독주택,103,18,17.4757,18,18,17.4757,창고시설,일반창고,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,18,18,18,0,1,3.8,0,0,김윤섭건축사(사),허가
경상남도,양산시,신축신고,신축,1,0,단독주택,단독주택,765,121.63,15.9,99.73,99.73,13.04,단독주택,단독주택,1,0,0,경량철골구조,철근콘크리트구조,기타지붕,121.63,99.73,99.73,0,1,6.3,0,0,로얄종합건축사사무소,허가
충청북도,청주시 상당구,신축신고,신축,1,0,제1종근린생활시설,소매점,507,91.8,18.11,91.8,91.8,18.11,제1종근린생활시설,소매점,0,0,0,일반철골구조,일반철골구조,기타지붕,91.8,91.8,91.8,0,1,8,0,0,에이탑건축사사무소 주식회사,허가
대전광역시,유성구,신축허가,신축,1,0,단독주택,다가구주택,429.8,256.98,59.79,859.17,859.17,199.9,단독주택,다가구주택,0,0,5,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,256.98,859.17,859.17,0,4,17.35,1,0,광장건축사사무소,허가
충청남도,아산시,증축허가,증축,2,0,노유자시설,노인복지시설,"3,913.40","1,905.61",48.69,"5,129.16","5,108.25",130.53,노유자시설,노인복지시설,0,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,555.93,"1,536.77","1,536.77",0,3,14.26,1,0,(주)보성건축사사무소,허가
충청북도,음성군,신축신고,신축,2,0,단독주택,단독주택 및 창고,960,183.54,19.12,183.54,183.54,19.12,단독주택,단독주택,0,0,0,경량철골구조,경량철골구조,기타지붕,41.55,41.55,41.55,0,1,4.65,0,0,대천.나래 건축사사무소,허가
경기도,양평군,신축신고,신축,17,1,숙박시설,생활숙박시설,"4,870","1,626.44",33.4,"2,727.39","2,534.46",52.04,숙박시설,생활숙박시설,0,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,92.97,155.94,145.71,1,2,9.6,0,0,풍양SD건축사사무소,허가
경기도,용인시 수지구,신축허가,신축,3,0,단독주택,단독주택,701,170.98,24.39,593.31,470.49,67.12,단독주택,단독주택,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,56.78,198.04,157.62,1,3,10.96,0,0,건축사사무소 마이스페이스,허가
전라남도,목포시,신축허가,신축,1,0,제1종근린생활시설,단독주택,"1,328",789.56,59.45,789.56,789.56,59.45,제1종근린생활시설,소매점,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,789.56,789.56,789.56,0,1,5.6,0,0,AD건축사사무소,허가
충청북도,진천군,증축허가,증축,1,1,단독주택,창고,"1,486",270.38,18.2,270.38,270.38,18.2,단독주택,단독주택,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,111.52,111.52,111.52,0,1,6.5,0,0,(주)건축사사무소 이음,허가
서울특별시,종로구,대수선신고,대수선,1,0,제1종근린생활시설,소매점,122.3,66.81,54.63,66.81,61.36,50.17,제1종근린생활시설,소매점,0,0,0,일반목구조,목조,기와,0,66.81,0,1,1,0,0,0,(신)경일건축사무소,허가
경기도,양평군,신축신고,신축,1,0,단독주택,단독주택,703,113.58,16.16,194.14,194.14,27.62,단독주택,단독주택,0,0,1,일반목구조,철근콘크리트구조,기타지붕,113.58,194.14,194.14,0,2,8.89,0,0,도시건축사사무소,허가
전라남도,고흥군,신축신고,신축,1,0,단독주택,단녹주택,990,75.6,7.64,75.6,75.6,7.64,단독주택,단독주택,0,0,1,벽돌구조,철근콘크리트구조,기타지붕,75.6,75.6,75.6,0,1,4.6,0,0,(주)도헌건축사사무소,허가
경상북도,포항시 남구,신축허가,신축,1,0,단독주택,단독주택,529,185.64,35.09,315.47,315.47,59.64,단독주택,단독주택,0,0,1,일반철골구조,철근콘크리트구조,기타지붕,185.64,315.47,315.47,0,2,7.97,0,0,건축사사무소 예건,허가
부산광역시,남구,용도변경허가,용도변경,1,0,제1종근린생활시설,제1종근린생활시설 및 단독주택,55,32.88,59.78,59.82,59.82,108.76,제1종근린생활시설,기타제1종근린생활시설,0,0,1,벽돌구조,시멘트벽돌조,(철근)콘크리트,32.88,59.82,59.82,0,2,8,0,0,한솔 건축사사무소,허가
세종특별자치시,제주시,신축신고,신축,1,1,단독주택,단독주택,445,136.09,30.58,161.05,161.05,36.19,단독주택,단독주택,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,55,55,55,0,1,4.36,0,0,(주)건축사사무소장인이엔지,허가
경기도,김포시,신축허가,신축,0,0,위험물저장및처리시설,주유소,829.6,380.32,45.84,447,447,53.88,위험물저장및처리시설,주유소,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,7.2,7.2,7.2,0,1,2.7,0,0,주식회사다담건축사사무소,허가
전라남도,해남군,증축신고,증축,1,1,제2종근린생활시설,일반음식점,947,210.9,22.27,210.9,210.9,22.27,제2종근린생활시설,일반음식점,0,0,0,벽돌구조,벽돌구조,기타지붕,0,0,0,0,1,2.7,0,0,민건축사사무소,허가
경기도,남양주시,신축허가,신축,0,1,단독주택,주민공동시설,"25,229.50",116.18,0.4605,321.51,321.51,1.2743,단독주택,단독주택,0,0,0,철근콘크리트구조,철근콘크리트구조,기타지붕,116.18,321.51,321.51,0,3,12.04,0,0,(주)맥스트랫건축사사무소,허가
경상남도,함양군,신축신고,신축,1,0,단독주택,단독주택,660,88.56,13.42,87.6,87.6,13.27,단독주택,단독주택,0,0,1,기타구조,경량목구조,기타지붕,88.56,87.6,87.6,0,1,6.15,0,0,전원건축건축사사무소,허가
경기도,남양주시,신축신고,신축,1,0,단독주택,단독주택,976,122.4,12.541,198.91,198.91,20.3801,단독주택,단독주택,1,1,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,122.4,198.91,198.91,0,2,10.45,0,0,(주)나은엔지니어링건축사사무소,허가
경기도,용인시 기흥구,신축허가,신축,1,0,업무시설,단독주택,564.3,338.13,59.92,"2,932.94","2,019.06",357.8,업무시설,오피스텔,0,44,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,338.13,"2,932.94","2,019.06",2,7,23.2,1,0,내외건축사사무소,허가
경상남도,창원시 진해구,신축신고,신축,1,0,단독주택,단독주택,65,33.33,51.28,33.33,33.33,51.28,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,33.33,33.33,33.33,0,1,4.5,0,0,라인건축사사무소,허가
경기도,양평군,증축신고,증축,1,0,제2종근린생활시설,사무소,370,69.77,18.86,136.41,136.41,36.87,제2종근린생활시설,사무소,0,0,0,일반목구조,일반목구조,기타지붕,0,33.64,33.64,0,2,7.8,0,0,진성 건축사사무소,허가
경기도,양평군,신축신고,신축,1,0,단독주택,단독주택,498,69.56,13.9679,120.61,120.61,24.2189,단독주택,단독주택,0,0,1,일반목구조,철근콘크리트구조,기타지붕,69.56,120.61,120.61,0,2,8.1,0,0,(주)터건축사사무소,허가
충청남도,천안시 동남구,증축허가,증축,2,0,동.식물관련시설,축사,"7,563","2,500.18",33.05,"2,994.18","2,994.18",39.58,동.식물관련시설,기타동식물관련시설,0,0,0,강파이프구조,파이프조,기타지붕,"1,325.38","1,325.38","1,325.38",0,1,6.1,0,0,(주)성신건축사사무소,허가
경상북도,김천시,증축허가,증축,1,0,단독주택,"다가구주택,1종근린생활시설 소매점,단독주택(창고)",569.4,341.55,59.98,674.82,674.82,118.51,제1종근린생활시설,소매점,0,0,0,철근콘크리트구조,철근콘크리트조,(철근)콘크리트,341.55,319.83,319.83,0,2,11,0,0,건축사사무소 아르텍,허가
경기도,김포시,신축신고,신축,1,0,제2종근린생활시설,제조업소,627,198,31.57,198,198,31.57,제2종근린생활시설,제조업소,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,198,198,198,0,1,8.5,0,0,(주)예림호건축사사무소,허가
경상남도,고성군,신축신고,신축,1,0,단독주택,단독주택,257,84.6,32.92,84.6,84.6,32.92,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기와,84.6,84.6,84.6,0,1,5.4,0,0,박학천건축사사무소,허가
경상북도,포항시 북구,신축신고,신축,1,0,단독주택,단독주택,59,22.23,37.678,36,36,61.0169,단독주택,다가구주택,0,0,2,일반철골구조,철근콘크리트구조,기타지붕,22.23,36,36,0,2,7.55,0,0,건축사사무소 현대,허가
서울특별시,서초구,용도변경신고,용도변경,1,0,제2종근린생활시설,"근린생활시설,교육연구빛복지시설,판매시설","3,833","1,265.36",33.01,"7,545.52","6,232.16",162.59,교육연구시설,학원,0,318,0,철근콘크리트구조,철근콘크리트조,(철근)콘크리트,"1,265.36","1,265.36","6,232.16",1,5,19.5,2,0,유정건축사사무소,허가
충청북도,청주시 흥덕구,증축허가,증축,1,1,공장,단독주택,"16,688.90","3,341.14",20.02,"5,046.83","5,050.41",30.26,공장,기타공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,"1,710","1,728.87","1,728.87",0,1,9.4,0,0,ANA 건축사사무소,허가
서울특별시,중랑구,신축허가,신축,1,0,공동주택,도시형생활주택(단지형다세대주택10,243.79,138.6,56.85,487,487,199.76,공동주택,다세대주택,10,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,138.6,487,487,0,6,17.6,1,0,청안종합건축사사무소,허가
경기도,여주시,신축신고,신축,0,0,제2종근린생활시설,제실,330,65.7,19.91,65.7,65.7,19.91,제2종근린생활시설,제실,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,65.7,65.7,65.7,0,1,4.2,0,0,정진건축사사무소,허가
강원도,횡성군,신축신고,신축,0,0,단독주택,단독주택,992,105.63,10.65,105.63,105.63,10.65,단독주택,단독주택,0,0,1,경량철골구조,경량철골구조,기타지붕,87.63,87.63,87.63,0,1,5,0,0,성호건축사사무소,허가
대구광역시,서구,증축허가,증축,1,0,공장,단독주택,"1,005",677.295,67.39,780.525,780.525,77.66,공장,물품 제조공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,272.7,300.6,300.6,0,2,9.15,0,0,일광 건축사 사무소,허가
경상남도,양산시,신축허가,신축,1,0,단독주택,단독주택,279.5,97.28,34.81,181.42,181.42,64.91,단독주택,단독주택,1,0,0,기타강구조,스틸하우스,기타지붕,97.28,181.42,181.42,0,2,7.66,0,0,대명건축사사무소,허가
충청북도,충주시,증축신고,증축,1,2,제1종근린생활시설,단독주택,"1,653",180.77,10.94,180.77,180.77,10.94,제1종근린생활시설,소매점,0,0,0,경량철골구조,경량철골구조,기타지붕,28.4,28.4,28.4,0,1,3.5,0,0,선건축사사무소,허가
전라남도,담양군,신축허가,신축,1,0,제2종근린생활시설,단독주택,198,121.72,61.4747,121.72,121.72,61.4747,제2종근린생활시설,일반음식점,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,121.72,121.72,121.72,0,1,5.15,0,0,소올건축사사무소,허가
강원도,강릉시,용도변경허가,용도변경,2,2,숙박시설,생활숙박시설,"1,226",480.44,39.19,"1,188.28",979.96,79.93,숙박시설,생활숙박시설,0,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,0,96.12,0,1,0,1,0,0,앤탑 건축사사무소,허가
전라남도,고흥군,신축신고,신축,1,0,단독주택,주택,769,98.21,12.7711,96.46,96.46,12.5436,단독주택,단독주택,0,0,1,일반목구조,경량목구조,기타지붕,98.21,96.46,96.46,0,1,6,0,0,그린건축사사무소,허가
충청남도,아산시,증축신고,증축,1,0,제2종근린생활시설,다가구주택,545,215.04,39.46,542.83,542.83,99.6,제2종근린생활시설,일반음식점,0,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,0,49.5,49.5,0,1,0,0,0,건축사사무소 동희,허가
경기도,여주시,증축신고,증축,5,0,동.식물관련시설,축사,"3,901",797.65,20.45,797.65,797.65,20.45,단독주택,단독주택,0,0,1,기타강구조,조립식판넬,기타지붕,88.9,88.9,88.9,0,1,3.5,0,0,신영 건축사사무소,허가
충청남도,금산군,증축신고,증축,1,0,단독주택,단독주택,179,88.86,49.64,88.86,88.86,49.64,단독주택,단독주택,0,0,1,기타조적구조,조적조,기타지붕,0,0,0,0,1,5,0,0,민건축사사무소,허가
경상남도,함양군,신축신고,신축,1,0,창고시설,단독주택,620,99.2,16,99.2,99.2,16,창고시설,기타창고시설,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,99.2,99.2,99.2,0,1,7.65,0,0,진병영 건축사사무소,허가
인천광역시,남동구,용도변경허가,용도변경,1,0,제2종근린생활시설,"일반음식점,소매점,노인복지시설",669.7,449.53,67.12,"4,230.52","3,146.71",469.86,노유자시설,노인복지시설,0,24,0,철골콘크리트구조,철골콘크리트구조,(철근)콘크리트,0,0,0,2,7,31.9,2,0,삼정에이엔디(주)건축사사무소,허가
경기도,양평군,신축신고,신축,1,0,창고시설,농업인창고,496,48.02,9.68,48.02,48.02,9.68,창고시설,일반창고,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,48.02,48.02,48.02,0,1,4.3,0,0,우현건축사사무소주식회사,허가
서울특별시,마포구,증축허가,증축,1,0,제2종근린생활시설,근린생활시설,190.4,93.24,48.97,345.03,251.79,132.24,제2종근린생활시설,일반음식점,0,0,0,벽돌구조,연와조,(철근)콘크리트,0,65.31,65.31,1,3,10.57,0,0,경희건축사사무소,허가
충청남도,금산군,신축허가,신축,1,0,동.식물관련시설,"(한우축사,퇴비사)","1,273",715,56.17,715,715,56.17,동.식물관련시설,축사,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,715,715,715,0,1,8.15,0,0,두리건축사사무소,허가
경상남도,고성군,증축신고,증축,2,0,단독주택,단독주택,482,127.05,26.36,122.37,122.37,25.39,제1종근린생활시설,소매점,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,22.5,22.5,22.5,0,1,4.5,0,0,건축사사무소B.N.B그룹,허가
경기도,이천시,증축허가,증축,1,0,제1종근린생활시설,제2종근린생활시설/단독주택,861,370.31,43.01,661.65,661.65,76.85,제1종근린생활시설,소매점,1,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,334.98,590.99,590.99,0,2,8.4,0,0,(주)박건축사사무소,허가
부산광역시,기장군,증축신고,증축,4,0,창고시설,창고,387.7,173.64,44.79,193.44,193.44,49.89,창고시설,일반창고,0,0,0,기타구조,철근콘크리트구조,기타지붕,30.84,50.64,0,0,2,5,0,0,이&장 건축사사무소,허가
